id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1156591269971801709,Heart of Antwerp,523624706,Saleh,,Amandus - Atheneum,51.22313,4.41895,Entire home/apt,74,1,8,2025-02-23,0.93,2,181,8,
1156984016920403012,A beautiful apartment in Antwerp,47081105,Keren,,Zuid,51.2124905,4.3911117,Entire home/apt,136,2,1,2024-07-28,0.13,1,267,1,
1157059940416562737,Antwerp Central station room,23303952,Dries,,Borgerhout Intra Muros Zuid,51.2155111,4.426912199999999,Private room,58,2,9,2024-12-15,1.14,1,50,9,
1157335137462752540,Luxe appartement met uniek zicht over Antwerpen,248746961,Chris,,Eilandje,51.23226,4.41315,Entire home/apt,178,2,44,2025-03-03,4.29,1,269,44,
1159906493457221106,Room with the view,578372757,Ilvana,,Eilandje,51.2346576,4.405695,Entire home/apt,40,2,6,2024-11-03,0.74,1,9,6,
1160490843141545237,Luxe Stadsverblijf,122240071,Huguette,,Amandus - Atheneum,51.22732,4.42319,Entire home/apt,57,1,0,,,1,81,0,
1160642259185584539,Zonnig appartement in Antwerpen,2474193,Sofie,,Oosterveld - Elsdonk,51.17927,4.42626,Entire home/apt,71,1,1,2024-07-24,0.12,1,258,1,
1161432763268091267,Open Loft Space,564066896,Thomas,,Stadspark,51.2056,4.41746,Entire home/apt,87,1,10,2025-02-24,1.27,1,345,10,
1161524958491181622,Brial 3,127787502,Olena,,Stadspark,51.20963,4.42287,Entire home/apt,94,1,10,2025-03-05,1.33,19,223,10,
1161726727069440007,one bedroom with terrace,496406662,Ekaterina,,Stadspark,51.20677,4.41619,Entire home/apt,85,1,0,,,27,265,0,
1161756751158119120,Apartament in het Eilandje,138315655,Elda,,Eilandje,51.23196,4.40944,Entire home/apt,,2,3,2024-08-05,0.37,2,0,3,
1162004759190159606,Antwerpstay 11,164952192,Easy Work Stay,,Centraal Station,51.2166146,4.4165363,Entire home/apt,74,10,2,2024-10-06,0.26,4,256,2,
1162014678849240736,Antwerpstay 12,164952192,Easy Work Stay,,Centraal Station,51.2171,4.41744,Entire home/apt,70,7,1,2024-10-18,0.19,4,269,1,
1162180064291355946,Le Papillon,578994196,Le Papillon,,Brederode,51.20577,4.39745,Private room,122,2,4,2024-09-22,0.45,4,270,4,
1162383651462114388,City appartment with garden,239080174,Nick,,Amandus - Atheneum,51.22943120000001,4.4209862,Entire home/apt,123,3,9,2025-03-03,1.01,1,345,9,
1163903884954412533,Appartement op geweldige locatie,271560709,Siham,,Borgerhout Extra Muros,51.2118923,4.4506884,Entire home/apt,78,1,2,2024-07-20,0.22,1,268,2,
1165295467804950993,Charmant appartement net naast het stadscentrum,579788667,Christophe,,Sint-Andries,51.21618,4.39642,Entire home/apt,135,1,21,2025-03-02,2.15,1,337,21,
1165929235441782056,Dakappartement met XL terras,109673785,Stephanie,,Zuid,51.205814113054174,4.390352453442374,Entire home/apt,102,2,20,2025-02-24,2.15,1,136,20,
1165960018919477329,Flat in Antwerp,579962023,Nino,,Amandus - Atheneum,51.22816,4.4164,Entire home/apt,53,2,10,2025-03-03,1.02,2,90,10,
1165995853108767289,"Kleine studio 1, Antwerpen Zuid",60756836,Ann,,Brederode,51.202086359929886,4.395391402086202,Entire home/apt,49,88,1,2024-06-23,0.11,5,193,1,
1165999158295692794,Rust in Antwerpen,381834938,Reinhout,,Historisch Centrum,51.22200163923659,4.403350688517094,Entire home/apt,,1,0,,,1,269,0,
1166065560317539349,"Quiet & cosy in old center, parking included",540763697,Bart,,Universiteitsbuurt,51.2217913,4.4069265,Entire home/apt,85,3,21,2025-03-06,2.74,1,270,21,
1166678523414602643,Numa | Medium Studio with Kitchen,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,64,1,11,2025-03-11,1.31,8,303,11,
1166700959308029279,Numa | 1 Bedroom Apartment in central Antwerp,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,78,1,5,2024-10-26,0.55,8,278,5,
1166702992639679522,Numa | Accessible 1 Bedroom Apartment w/ Sofa Bed,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,83,1,4,2024-07-26,0.42,8,298,4,
1166707337361764164,Numa | Large 1 Bedroom Apartment with Sofa Bed,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,82,1,21,2025-02-07,2.27,8,306,21,
1166709193270425655,Numa | XL 1 Bedroom Apartment with Sofa Bed,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,88,1,16,2025-03-02,1.81,8,327,16,
1166710798586205738,Your Home Away in Antwerp,53464973,Aisha,,Amandus - Atheneum,51.22802,4.41864,Entire home/apt,65,8,5,2025-02-17,0.56,2,221,5,
1166711721231175932,Numa | Accessible 2 Bedroom Apartment w/ Sofa Bed,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,130,1,1,2024-06-16,0.11,8,188,1,
1166714388329861860,Numa | L 2 Bedroom Apartment w/ Terrace & Sofa Bed,428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,163,1,5,2025-01-05,0.65,8,280,5,
1166716388349817745,"Numa | XL 2 Bedroom Apartment w/ Terrace, Sofa Bed",428479102,Silvina Soledad,,Stadspark,51.2169371,4.415299699999999,Entire home/apt,173,1,3,2025-02-23,0.54,8,274,3,
1167331283712676659,Stadswoning in hartje Antwerpen,45429744,Luka,,Universiteitsbuurt,51.22604,4.40565,Entire home/apt,137,2,0,,,1,193,0,
1168012122707460798,Stunning Suite In Antwerp,580515564,Monali Dhanesh,,Centraal Station,51.2144232,4.4176167,Entire home/apt,68,2,7,2024-12-23,0.73,1,208,7,
1168154624798237998,Slaapkamer in het centrum,173067257,Said,,Amandus - Atheneum,51.22233,4.4192,Private room,,1,0,,,2,0,0,
1168170277145377152,My Students Appartement,580570725,Jeroen,,Borgerhout Intra Muros Zuid,51.21493458919866,4.433573173016354,Entire home/apt,57,4,18,2025-01-26,2.10,1,120,18,
1168244754511783859,Nice appartement met 4 bedden,22344234,Didier,,Deurne Oost,51.22763,4.47503,Entire home/apt,,10,0,,,4,0,0,
1168533469062575157,Huswell - Modern apartment in a central location,472694401,Jean-Paul,,Dam,51.23489,4.4233,Entire home/apt,,2,10,2024-12-21,1.20,25,0,10,
1168753676990546183,Appartement in Antwerpen,580533863,Ellen,,Amandus - Atheneum,51.21846,4.42797,Entire home/apt,,3,4,2025-03-01,0.49,1,0,4,
1170814156204877747,Avenue - 1 bedroom flat+terrace in Antwerp,440841052,Smartflats,,Theaterbuurt-Meir,51.2187257,4.4071976,Entire home/apt,83,1,17,2025-02-21,2.77,14,230,17,
1170856692866500583,Avenue - Spacious 4-bedroom in Antwerp,440841052,Smartflats,,Theaterbuurt-Meir,51.2187257,4.4071976,Entire home/apt,169,1,10,2025-01-26,1.79,14,146,10,
1170871051069602308,Huswell - Industrial apartment with terrace in Ant,472694401,Jean-Paul,,Zurenborg,51.20603,4.43242,Entire home/apt,,2,10,2025-02-13,1.24,25,2,10,
1170917549340443302,Saint-Pauls Studio O,317037207,Lisa,,Historisch Centrum,51.2248125,4.4012619,Entire home/apt,,1,3,2024-12-30,0.48,50,332,3,
1170930263665000484,Saint-Pauls Studio SPO,165436938,Ella,,Historisch Centrum,51.2248125,4.4012619,Entire home/apt,49,1,16,2025-01-24,1.75,96,332,16,
1171177694782759027,Big apartment with Parking in Antwerp,19270374,Saravana Rajkumar,,Markgrave,51.19465539999999,4.4075487,Entire home/apt,90,2,14,2025-03-16,1.58,1,66,14,
1171557401200019252,Meir - Superior 2-bedroom flat in Antwerp,440841052,Smartflats,,Theaterbuurt-Meir,51.218478,4.4081322,Entire home/apt,123,1,11,2025-02-23,2.06,14,160,11,
1171648968667239406,Antwerpstay 14,164952192,Easy Work Stay,,Centraal Station,51.2166146,4.4165363,Entire home/apt,75,14,0,,,4,269,0,
1171883265235297413,2 bedrooms Loft city center Meir,569068462,Robert,,Universiteitsbuurt,51.21960869999999,4.413586500000001,Entire home/apt,87,2,4,2025-01-05,0.51,6,180,4,
1174380724267734675,Huis weg van thuis,269227464,Xenia,,Oud - Berchem,51.20333,4.43237,Private room,,15,2,2024-08-31,0.26,3,0,2,
1175482343960953733,Charming apartment on PAKT site,75231832,Christoph,,Haringrode,51.20398,4.42084,Entire home/apt,65,2,24,2025-03-10,2.72,1,5,24,
1175925946839304414,House of Legend,48171029,Valérie,,Brederode,51.2002853,4.3975839,Entire home/apt,94,2,7,2025-03-06,0.79,1,253,7,
1176095500981421628,Cozy Antwerp Hideaway,582393046,Kevin,,Linkeroever,51.219795896409885,4.363026358187199,Entire home/apt,83,2,4,2024-09-16,0.45,1,291,4,
1176109424489190988,"Cosy, centrally located appartment in Antwerp",190940933,Anke,,Eilandje,51.23369109999999,4.4113608,Entire home/apt,86,2,17,2025-03-03,1.92,1,152,17,
1176653660325611319,Huswell - Charming apartment with cozy balcony,472694401,Jean-Paul,,Brederode,51.20716,4.40185,Entire home/apt,133,2,8,2024-11-24,0.98,25,365,8,
1176834752624621721,Prachtige en gezellige loft in hartje centrum,76077597,Bram,,Historisch Centrum,51.22303700833064,4.404071704044198,Entire home/apt,140,1,9,2024-08-24,1.00,7,48,9,
1177604837571797912,"Lichtrijke woning in Antwerpen, tuin en garage",418329217,Philip,,Borgerhout Extra Muros,51.21163,4.45424,Entire home/apt,180,7,0,,,1,29,0,
1177648885913819742,Ruime Zolderverdieping,6499518,Berndt,,Deurne Dorp - Gallifort,51.22636319999999,4.4675623,Entire home/apt,57,1,23,2025-02-23,2.66,3,58,23,
1178665099831787158,2 persoonskamer in Antwerpen,138315655,Elda,,Eilandje,51.23224,4.41042,Private room,,2,3,2024-07-19,0.34,2,0,3,
1178727780883485533,Huswell - Cozy apartment in the citycenter with cu,472694401,Jean-Paul,,Brederode,51.20716,4.40185,Entire home/apt,123,2,7,2025-02-16,0.90,25,363,7,
1178826430286589956,Art Nouveau City Centre Apartment | Atelier Wits,39001675,Guus,,Centraal Station,51.21659,4.42699,Entire home/apt,82,2,35,2025-02-23,3.86,10,231,35,
1178852292692090959,Unique City Center Apartment | Atelier Wits,39001675,Guus,,Centraal Station,51.21659,4.42699,Entire home/apt,77,2,50,2025-03-14,5.62,10,215,50,
1178883595586593864,Stylisch City Center Apartment | Atelier Wits,39001675,Guus,,Centraal Station,51.21659,4.42699,Entire home/apt,71,2,36,2025-03-17,4.20,10,240,36,
1178897210065960486,City View Apartment | Atelier Wits,39001675,Guus,,Centraal Station,51.21658550000001,4.4269864,Entire home/apt,58,2,29,2025-03-09,3.35,10,247,29,
1179599676374539401,New 2BDR Flat * Best choice * Antwerp City Centre,43247005,Rebecca,,Historisch Centrum,51.21788,4.40196,Entire home/apt,110,1,17,2025-01-01,1.88,15,354,17,
1181191448682906824,Ruim appartement met zicht op de Kathedraal,459934284,Jorik,,Historisch Centrum,51.22009286197347,4.402714952114852,Entire home/apt,242,1,46,2025-03-16,5.21,2,219,46,
1181212863423175456,Appartement in Antwerpen,461537751,Rebecca,,Nieuw - Kwartier West,51.18839029999999,4.421332692590343,Entire home/apt,65,2,10,2025-03-03,2.68,1,84,10,
1181765603872102521,Le Cœur D'Anvers - Architectural Townhouse,584204624,Reninca,,Theaterbuurt-Meir,51.216862,4.4083331,Entire home/apt,850,2,5,2025-03-02,0.64,1,301,5,
1181780496385693852,Franciscus Quarters - Groundfloor apartment,508491497,House Of Co,,Stuivenberg,51.22489,4.42628,Entire home/apt,60,90,1,2024-06-23,0.11,59,202,1,
1181855897415155171,Loft suite Antwerp ZOO,450285303,Lander,,Centraal Station,51.21698,4.42457,Entire home/apt,160,2,2,2025-02-03,0.28,11,302,2,
1181864796992409121,Superior suite Antwerp ZOO,450285303,Lander,,Centraal Station,51.2172,4.42449,Entire home/apt,115,2,2,2025-02-03,0.73,11,349,2,
1181869886904769617,Deluxe suite Antwerp ZOO,450285303,Lander,,Centraal Station,51.21686,4.42369,Entire home/apt,133,2,5,2025-02-03,0.57,11,304,5,
1181969209790419811,Kamer dichtbij Centraal Station en het Sportpaleis,65699140,Britt,,Stuivenberg,51.22099,4.42854,Private room,,1,6,2025-01-06,0.68,1,0,6,
1182521705664283535,Central Luxury Duplex Apartment,66949971,Frederic,,Historisch Centrum,51.2183,4.40465,Entire home/apt,780,1,0,,,1,365,0,
1183082204993365519,Monanoor,584592532,Latifa,,Stuivenberg,51.225916,4.4328794,Entire home/apt,,2,6,2025-02-09,0.68,1,124,6,
1183154668439870609,Gezellig herenhuis vlakbij centraal station,14113680,Jolien,,Borgerhout Intra Muros Noord,51.21769,4.43257,Entire home/apt,99,2,12,2025-03-09,1.36,2,143,12,
1183283302972279568,Room in a 16 century house,584580759,Gulnara,,Sint-Andries,51.21685,4.40092,Private room,47,1,39,2025-02-01,4.30,1,141,39,
1183385787336943513,Gezellige plek vlakbij centraal station,14113680,Jolien,,Stuivenberg,51.21943,4.43384,Private room,44,2,6,2025-02-23,0.82,2,217,6,
1183435349094441942,Walk to station & Bike_ HIPPE neighborhood,584701249,Tom Marie-Louise M,,Oud - Berchem,51.1969979,4.4261832,Entire home/apt,,1,21,2024-12-29,2.44,1,0,21,
1183882768722714871,City Center Penthouse 8th floor,584806206,Willem Jozef,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,49,1,36,2025-03-17,4.19,71,256,36,
1183917816977871092,Manuel's Home,11599360,Manuel,,Deurne Oost,51.22665,4.47457,Entire home/apt,80,7,0,,,1,330,0,
1184700134271708069,De Klopperij,90005920,Hemerijckx,,Borgerhout Intra Muros Zuid,51.2122454,4.4299884,Entire home/apt,,2,0,,,1,0,0,
1185415168594261615,Modern flat in Green area,512605197,Rachel,,Deurne Zuid West,51.21251,4.45738,Private room,35,21,0,,,4,365,0,
1185424773329592962,Authentic 2bedr. apart + terrace,211790109,Yaya,,Centraal Station,51.21432,4.42652,Entire home/apt,75,20,1,2024-09-05,0.15,5,333,1,
1185453939467906284,Entire private studio.,73264018,Adriana,,Stuivenberg,51.22689647705508,4.428963577771006,Entire home/apt,,1,3,2024-09-22,0.37,1,0,3,
1186062422687835098,Luxe / boutique appartment in Antwerp Centre,585392015,Laurens,,Historisch Centrum,51.21879,4.40081,Entire home/apt,140,2,19,2025-03-03,2.34,3,154,19,
1186108566607732950,Tranquil 3-Bedroom Home in Berchem - Antwerp,567021474,Arne,,Oud - Berchem,51.19807,4.42934,Entire home/apt,73,1,22,2025-03-15,2.49,13,175,22,
1186109504643396691,Spacious 3-Bedroom Home in Berchem -Sleeps 8!,567021474,Arne,,Oud - Berchem,51.19809,4.42926,Entire home/apt,74,1,33,2025-03-09,3.96,13,166,33,
1186671195791711365,Pacific Residences - Studio,575778523,Lode,,Zuid,51.206331,4.3887936,Entire home/apt,129,1,2,2024-12-14,0.37,4,222,2,
1186679281263328707,Pacific Residences - Studio,575778523,Lode,,Zuid,51.206331,4.3887936,Entire home/apt,129,1,0,,,4,220,0,
1186684582956628600,Pacific Residences - Studio,575778523,Lode,,Zuid,51.206331,4.3887936,Entire home/apt,129,1,0,,,4,223,0,
1186688155870243609,Pacific Residences - Studio,575778523,Lode,,Zuid,51.206331,4.3887936,Entire home/apt,129,1,0,,,4,219,0,
1186784483813534421,Kamer nabij Antwerpen Centraal,14496468,Tim,,Zurenborg,51.2094781,4.424801299999999,Private room,45,1,19,2024-12-07,2.27,1,7,19,
1187024699476019297,Modern loft in central Antwerp,585691342,Veroniek,,Stadspark,51.20994,4.40862,Entire home/apt,96,2,23,2025-01-06,2.71,1,236,23,
1187060902153711158,Kleurrijk herenhuis met tuintje,63247661,Clio,,Amandus - Atheneum,51.21791,4.42893,Entire home/apt,,2,3,2024-09-15,0.41,1,0,3,
1187405623759401004,Charming triplex house in city center,10518312,Thomas,,Theaterbuurt-Meir,51.2166394,4.4019181,Entire home/apt,140,3,11,2025-03-02,1.41,2,5,11,
1187524840294963808,Your Antwerp Adventure: Sleeps 4!,19485203,Marie,,Borgerhout Intra Muros Zuid,51.2114,4.42913,Entire home/apt,47,1,21,2025-02-14,2.49,10,167,21,
1187525236780447435,Antwerp Comfort: 3-Bedroom Apartment for 9,19485203,Marie,,Borgerhout Intra Muros Zuid,51.2114,4.42913,Entire home/apt,76,1,46,2025-03-10,5.31,10,146,46,
1187556927565564788,Spacious 2-Bedroom Apartment in Antwerp - 5 Guests,567021474,Arne,,Amandus - Atheneum,51.2219134,4.4196649,Entire home/apt,54,1,17,2025-03-05,1.98,13,168,17,
1187557095206769526,Charming 3-Bedroom Apartment for 5 in Antwerp,567021474,Arne,,Amandus - Atheneum,51.2219134,4.4196649,Entire home/apt,55,1,18,2025-03-02,2.09,13,145,18,
1187557237716508974,Family-Friendly 2-Bedroom Apartment in Antwerp,567021474,Arne,,Amandus - Atheneum,51.22191,4.41967,Entire home/apt,55,1,26,2025-03-02,3.16,13,158,26,
1187557409183437955,Cozy 2-Bedroom Flat in Antwerp,567021474,Arne,,Amandus - Atheneum,51.2219134,4.4196649,Entire home/apt,54,1,26,2025-03-02,3.42,13,170,26,
1188240943592420571,Casa D”anvers op unieke toplocatie,3649139,Tom,,Sint-Andries,51.21319,4.39315,Entire home/apt,96,2,5,2025-03-02,0.61,1,352,5,
1188457381406743509,Ruime gezinswonig met tuin en zwembad + 2 katjes,36040604,Sara,,Deurne Zuid West,51.2051,4.4548,Entire home/apt,,4,0,,,3,0,0,
1188609242214195030,"Spacious, modern, fully equipped",512605197,Rachel,,Deurne Zuid West,51.2136896,4.4584884,Private room,40,21,0,,,4,365,0,
1189099581485842077,appartement in Antwerpen,152417886,Sten,,Deurne Dorp - Gallifort,51.22405,4.45396,Entire home/apt,89,7,24,2025-03-02,2.82,1,256,24,
1189782584027425633,Unique City Center Private Boutique Residence,39001675,Guus,,Centraal Station,51.21658550000001,4.4269864,Entire home/apt,,2,3,2024-12-26,0.51,10,204,3,
1189790152053616651,"""Studio op Slechts 7 Minuten van Centraal Station""",55116226,Philippe,,Amandus - Atheneum,51.2231548,4.4215978,Entire home/apt,57,2,10,2025-03-03,1.16,5,164,10,
1191089820800574506,Unieke loft met tuintje in oude koffiebranderij,74774772,Sofie,,Centraal Station,51.2115952,4.427532,Entire home/apt,208,1,57,2025-03-16,7.04,1,63,57,
1191114336714508568,Le Papillon,578994196,Le Papillon,,Zuid,51.20778,4.39727,Private room,161,2,4,2024-12-15,0.66,4,269,4,
1191171577985036231,Gezellig appartement met terras,44076208,Olivia,,Theaterbuurt-Meir,51.21087,4.40367,Entire home/apt,217,2,5,2025-02-16,0.61,1,35,5,
1191262895568832338,Kosher Apt for 6ppl with Garden,2621634,Richard,,Stadspark,51.2045112,4.4116408,Entire home/apt,139,2,0,,,1,74,0,
1191771746796822197,Penthouse in trendy Zurenborg,38321898,Matthias,,Zurenborg,51.20880429037172,4.435005784034729,Entire home/apt,,2,20,2025-03-02,2.48,1,297,20,
1193376265265352445,Rooftop loft with sauna,425598499,Adil,,Nieuw - Kwartier Oost,51.18287654776749,4.432781031213362,Entire home/apt,140,2,8,2025-02-21,0.94,1,349,8,
1193435854747176929,Paris in the heart of Antwerp,60225827,Peter,,Zuid,51.206898779562195,4.389114293986948,Entire home/apt,119,1,5,2025-03-09,3.66,1,333,5,
1193480871252330612,Beautiful appartment in the heart of Antwerp,470046522,Mohamed,,Universiteitsbuurt,51.22425,4.41441,Entire home/apt,79,2,11,2025-03-16,1.33,1,205,11,
1194065468256404746,Luminous 2 bedroom apartment,70441205,Laura,,Kiel,51.18645,4.37549,Entire home/apt,80,1,68,2025-03-15,8.13,1,270,68,
1194116761809306905,A small place to sleep,579962023,Nino,,Harmonie,51.20653,4.40557,Private room,30,2,4,2025-02-26,1.02,2,345,4,
1194895174570780481,Samuel's house (01) Antwerp,463419383,Shmuel,,Theaterbuurt-Meir,51.21917,4.40656,Entire home/apt,76,2,16,2025-02-22,2.10,5,310,16,
1195372151011531625,Samuel's house (11)Antwerp,463419383,Shmuel,,Universiteitsbuurt,51.22025,4.40812,Entire home/apt,93,2,19,2025-03-03,2.41,5,349,19,
1195379992471565921,Samuel's house (21) Antwerp,463419383,Shmuel,,Universiteitsbuurt,51.22042,4.40613,Entire home/apt,76,2,22,2025-03-16,2.78,5,340,22,
1195384623777519601,Samuel's house (31) Antwerp,463419383,Shmuel,,Universiteitsbuurt,51.22057,4.40764,Entire home/apt,90,2,28,2025-03-16,3.43,5,353,28,
1195541947970605316,Gezellig appartementje vlakbij het station voor 4,55116226,Philippe,,Amandus - Atheneum,51.22408,4.42269,Entire home/apt,70,2,7,2025-03-09,0.86,5,142,7,
1195642184190227136,lichtrijk & centraal appartement - female only,8297584,Laure,,Zuid,51.20706,4.38637,Private room,50,2,0,,,2,348,0,
1195715259743213870,Jullie verblijf in een herenhuis,510783096,Ilse,,Zurenborg,51.2063,4.42858,Entire home/apt,,1,14,2025-02-23,2.41,2,242,14,
1195770328127269839,Boutique Diamond Apartments,588046519,Jona,,Centraal Station,51.2144151,4.4172113,Entire home/apt,90,1,4,2024-11-10,0.51,3,317,4,
1196166162645994671,huis met persoonlijkheid,61561330,Helena,,Borgerhout Intra Muros Zuid,51.2099653488064,4.442296815899662,Entire home/apt,,4,0,,,1,90,0,
1196351754661358665,Little boho,17043977,Maxime,,Hoboken - Centrum,51.17876589999999,4.3655193,Entire home/apt,57,1,9,2025-02-21,1.21,1,171,9,
1196425070851293114,Artist's home in Antwerpen Zuid,97093469,Fleur,,Sint-Andries,51.21474,4.39375,Entire home/apt,85,2,6,2024-12-15,1.18,1,50,6,
1196587840086707633,Astrid Sauna Appartement Antwerp,163745309,Rahul,,Centraal Station,51.21837673193983,4.418457560241222,Entire home/apt,117,1,25,2025-02-24,3.19,1,83,25,
1196614871564443063,Boutique Diamond Apartments,588046519,Jona,,Centraal Station,51.21488,4.41696,Entire home/apt,,1,1,2024-10-06,0.18,3,256,1,
1197110701648908313,Buotique Diamond apartments,588046519,Jona,,Centraal Station,51.21482,4.41681,Entire home/apt,90,1,1,2024-07-29,0.13,3,247,1,
1197120733420453794,Gezellige studio/flat in een levende buurt,588609404,Fatih,,Stuivenberg,51.22002,4.43525,Entire home/apt,,4,5,2024-10-30,0.61,2,0,5,
1197266982718867990,Appartement in een herenhuis aan Station,55116226,Philippe,,Amandus - Atheneum,51.22392,4.42243,Entire home/apt,61,2,13,2025-02-16,1.60,5,159,13,
1197593545460806212,Bright Apartments 1LV,490705947,Emma,,Sint-Andries,51.2155957,4.3987162,Entire home/apt,49,1,7,2025-03-16,0.85,55,358,7,
1197937384030673874,Charmante interbellum woning,217708608,Nicolaas,,Nieuw - Kwartier West,51.184113795650276,4.426946751773357,Entire home/apt,250,2,1,2024-12-15,0.31,1,275,1,
1198407027819009826,Huswell - Urban getaway for two in the heart of An,472694401,Jean-Paul,,Zurenborg,51.20679,4.43238,Entire home/apt,,2,3,2025-03-03,0.62,25,339,3,
1198461980397118332,"Charming apartment in Antwerp, Pets are welcome",472694401,Jean-Paul,,Sint-Andries,51.21513,4.39852,Entire home/apt,111,2,4,2024-12-31,0.53,25,191,4,
1198462124428900296,Cozy apartment in vibrant shopping district + Pets,472694401,Jean-Paul,,Sint-Andries,51.21513,4.39852,Entire home/apt,105,2,3,2025-02-15,0.37,25,365,3,
1199207145141597524,Loft4U,438719497,Xenia Valerjevna,,Oud - Merksem,51.2458321,4.4477327,Entire home/apt,235,1,12,2025-03-09,1.52,1,357,12,
1199341508954006041,Trendy house in Antwerp,59044569,Kevin,,Historisch Centrum,51.22421,4.39903,Entire home/apt,64,60,0,,,5,89,0,
1199835833631313040,BH3 -Triplex appartement with view on Marnix - 12p,24229919,Ladislas,,Zuid,51.20945,4.39767,Entire home/apt,92,1,18,2025-03-16,2.67,33,326,18,
1200575333359511088,Appartement centrum Antwerpen,44715953,Ellen,,Theaterbuurt-Meir,51.2122854,4.4086257,Entire home/apt,85,30,1,2024-12-29,0.36,2,121,1,
1200710945881934229,Troonplaats cosy appartement,145671627,Geoff,,Brederode,51.2026563,4.3919138,Entire home/apt,119,3,4,2025-03-03,1.17,1,353,4,
1201204412397898258,"Cosy apartment, fully renovated",512605197,Rachel,,Deurne Zuid West,51.21067,4.4616,Private room,35,21,0,,,4,365,0,
1201267086864202672,Quartos em Antwerpen,568882696,Madalena,,Oosterveld - Elsdonk,51.1745082,4.4235124,Private room,120,1,0,,,1,365,0,
1201366809593392988,Cozy studio heart of Antwerp,122397178,Yanitsa,,Stadspark,51.20532,4.41453,Entire home/apt,57,15,1,2025-01-03,0.38,1,48,1,
1201454725828725691,Ruim 3 slaapkamer appartement op trendy Zuid,36420023,Jelle & Bram,,Brederode,51.20451,4.39725,Entire home/apt,185,21,2,2025-01-01,0.73,4,128,2,
1201919123652502966,Little Cozy Montigny,74891583,Luice,,Brederode,51.20259535660262,4.392372207577317,Entire home/apt,73,2,13,2025-03-06,2.89,4,217,13,
1202031258353922830,"Huswell - Nice home in the center, pets welcome",472694401,Jean-Paul,,Zuid,51.209121,4.3962256,Entire home/apt,137,2,6,2025-02-17,0.74,25,329,6,
1202054778644656101,Smartflats - Oudaan Beautiful 2-Bedroom apartment,440841052,Smartflats,,Theaterbuurt-Meir,51.21489,4.40555,Entire home/apt,134,1,5,2025-02-24,0.66,14,304,5,
1202104903910016247,Smartflats - Oudaan 2-Bedroom apartment in Antwerp,440841052,Smartflats,,Theaterbuurt-Meir,51.21528,4.40537,Entire home/apt,134,1,2,2024-11-01,0.25,14,328,2,
1202115788588521610,Smartflats - Oudaan Unique 4-bedroom apartment,440841052,Smartflats,,Theaterbuurt-Meir,51.21634,4.40482,Entire home/apt,196,1,37,2025-03-05,4.83,14,323,37,
1202292843165070322,Jacuzzi & free parking @ Andries Place,394140712,Andries,,Borgerhout Extra Muros,51.21977,4.4524,Entire home/apt,86,1,74,2025-03-16,9.14,1,214,74,
1202640668574874616,Elegant townhouse in Antwerp,78286199,Thomas,,Oud - Berchem,51.19879,4.42529,Entire home/apt,,5,1,2024-11-03,0.22,2,2,1,
1202895089797272298,Appartement Antwerpen zuidrand,566933382,Jeroen,,Kiel,51.181534889082315,4.384650327265263,Entire home/apt,,1,3,2024-08-25,0.40,1,0,3,
1203044849684231964,city appartement,56580664,Steve,,Sint-Andries,51.2147397,4.3975173,Entire home/apt,,2,2,2024-08-11,0.25,1,0,2,
1203461792134871453,Studio 59,536265755,Elianne,,Harmonie,51.2084172,4.4046429,Entire home/apt,100,1,23,2025-03-15,3.00,1,243,23,
1204261069025600106,Apartment trendy South Antwerp,590792877,Julie,,Harmonie,51.20970519999999,4.4062511,Entire home/apt,77,5,6,2025-02-25,0.76,1,263,6,
1205084694642888668,Perfecte locatie en rust,323528876,Laroussi,,Hoboken - Noord,51.18537,4.37221,Entire home/apt,113,3,13,2025-01-17,1.75,1,66,13,
1206332514122035855,Unique loft in centre of Antwerp,44782399,Alexander,,Historisch Centrum,51.21985,4.40446,Entire home/apt,100,2,6,2025-02-20,0.76,1,87,6,
1206515950138450427,Volledig appartement in centrum Antwerpen,551003911,Maxime,,Centraal Station,51.2154,4.42594,Entire home/apt,104,1,10,2025-02-16,1.35,1,28,10,
1207344184007714410,Lovely city-house in Antwerp,114701678,An,,Nieuw - Kwartier West,51.18063,4.42237,Private room,98,2,3,2024-09-20,0.44,1,187,3,
1207995168662755199,Fons Sleeps Zuid 0 - Beautiful duplex with garden,425218779,Fons Sleeps,,Brederode,51.2059601,4.3944203,Entire home/apt,98,1,24,2025-02-02,3.23,7,349,24,
